Ad Name,Day,Campaign Name,Ad Set Name,Reporting Ends,Impressions,Clicks (All),Amount Spent (USD),Video Plays,Video Plays [On Ad],ThruPlays,ThruPlays [On Ad],Link Clicks,Link Clicks [On Ad],Reach,Purchases,Purchases [1 Day After Viewing],Purchases [28 Days After Clicking],Landing Page Views,Landing Page Views [On Ad],Page Engagement,Page Engagement [On Ad],Page Engagement [1 Day After Viewing],Page Engagement [28 Days After Clicking],Reporting Starts
[AG_CU_UG] Engineering_Transfer,06/28/2018,USM FY 2017-2018 Page Link,[AG_CU_UG] Engineering_Transfer,06/28/2018,7248,12,13.66,,,,,11,11,2769,1,1,0,3,3,11,11,0,0,06/28/2018
Find Yourself Here,06/28/2018,USM FY 2017-2018 Page Link,[AG_WA_DC],06/28/2018,4022,22,10.44,,,,,23,23,2165,,,,15,15,23,23,0,0,06/28/2018
"[AG_HS_UG]	Small Classes",06/28/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],06/28/2018,1752,7,6.22,,,,,4,4,1160,,,,2,2,4,4,0,0,06/28/2018
University of Everyone_LEARN_MORE_,06/28/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],06/28/2018,1149,3,1.1,,,,,2,2,715,,,,,,2,2,0,0,06/28/2018
Online programs to meet the demands of real life - finish quickly and start earning more,06/28/2018,USM FY 2017-2018 Page Post Engagement,[BR_WA_DC] FB_ Working Adults - Degree Completion,06/28/2018,2531,2,8.84,,,,,,,2458,,,,,,1,1,0,0,06/28/2018
Online programs to meet the demands of real life - finish quickly and start earning more,06/28/2018,USM FY 2017-2018 Page Post Engagement,[BR_WA_DC] FB_ Working Adults - Degree Completion,06/28/2018,567,1,1.95,,,,,,,556,,,,,,,,,,06/28/2018
"""You can’t change the whole country, but you can make a difference where you’re at.""",06/28/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],06/28/2018,1052,2,8.59,,,,,,,1010,,,,,,2,2,0,0,06/28/2018
University of Everyone_Apply Now_,06/28/2018,USM FY 2017-2018 Page Link,[AG_HS_UG]  Retarget,06/28/2018,134,4,2.52,,,,,4,4,63,,,,1,1,4,4,0,0,06/28/2018
University of Everyone_LEARN_MORE_,06/27/2018,USM FY 2017-2018 Page Link,[AG_HS_UG]  Retarget,06/27/2018,307,5,3.79,,,,,5,5,121,,,,2,2,5,5,0,0,06/27/2018
[AG_HS_UG] StillTime47,06/27/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],06/27/2018,824,1,0.24,,,,,1,1,514,,,,,,1,1,0,0,06/27/2018
[AG_ALL_UG] Cyber Security,06/27/2018,USM FY 2017-2018 Page Link,[AG_ALL_UG] Cyber Security,06/27/2018,4095,19,6.27,,,,,20,20,2234,,,,6,6,20,20,0,0,06/27/2018
Online programs to meet the demands of real life - finish quickly and start earning more,06/27/2018,USM FY 2017-2018 Page Post Engagement,[BR_WA_DC] FB_ Working Adults - Degree Completion,06/27/2018,708,1,3.48,,,,,,,703,,,,,,,,,,06/27/2018
"Offering diverse master's and doctoral degree programs, and advanced certificates",06/27/2018,USM FY 2017-2018 Page Post Engagement,[BR_WA_GR] Lookalike,06/27/2018,699,2,2.5,,,,,,,682,,,,,,2,2,0,0,06/27/2018
[AG_HS_UG]StillTime,06/27/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],06/27/2018,1354,9,12.2,,,,,7,7,911,,,,2,2,8,8,0,0,06/27/2018
"Many graduate programs are offered online - pursue your degree at any time, from anywhere",06/27/2018,USM FY 2017-2018 Page Post Engagement,[BR_WA_GR] Lookalike,06/27/2018,1174,4,4.96,,,,,,,1117,,,,,,2,2,0,0,06/27/2018
University of Everyone_Apply Now_,06/27/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],06/27/2018,1326,7,1.24,,,,,6,6,770,,,,,,8,8,0,0,06/27/2018
[AG_ALL_GR] Nursing_Grad,06/27/2018,USM FY 2017-2018 Page Link,[AG_ALL_GR]Nursing_Grad,06/27/2018,4257,33,12.63,,,,,31,31,1997,2,2,0,16,16,32,32,0,0,06/27/2018
Find Yourself Here,06/27/2018,USM FY 2017-2018 Page Link,[AG_WA_DC],06/27/2018,2547,16,3.3,,,,,19,19,1199,3,3,0,8,8,19,19,0,0,06/27/2018
University of Everyone,06/27/2018,USM FY 2017-2018 Page Link,[AG_WA_DC],06/27/2018,2798,13,10.27,,,,,13,13,1545,,,,6,6,13,13,0,0,06/27/2018
Find Yourself Here,06/27/2018,USM FY 2017-2018 Page Link,[AG_WA_DC],06/27/2018,3641,22,9.57,,,,,23,23,1867,,,,14,14,23,23,0,0,06/27/2018
University of Everyone_Apply Now_,06/27/2018,USM FY 2017-2018 Page Link,[AG_HS_UG]  Retarget,06/27/2018,126,4,1.91,,,,,4,4,60,,,,,,4,4,0,0,06/27/2018
Online programs to meet the demands of real life - finish quickly and start earning more,06/27/2018,USM FY 2017-2018 Page Post Engagement,[BR_WA_DC] FB_ Working Adults - Degree Completion,06/27/2018,2155,4,10.59,,,,,,,2092,,,,,,2,2,0,0,06/27/2018
Integrate community-based learning into your education while studying in vibrant Portland,06/27/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],06/27/2018,639,3,5.38,,,,,,,616,,,,,,,,,,06/27/2018
"Many graduate programs are offered online - pursue your degree at any time, from anywhere",06/27/2018,USM FY 2017-2018 Page Post Engagement,[BR_WA_GR] Lookalike,06/27/2018,714,1,3.02,,,,,,,687,,,,,,1,1,0,0,06/27/2018
Find Yourself Here - Copy,06/27/2018,USM FY 2017-2018 Page Link,[AG_WA_GR] Lookalike,06/27/2018,9953,40,22.56,,,,,44,44,4421,1,1,0,21,21,45,45,0,0,06/27/2018
[AG_ALL_UG] Business,06/27/2018,USM FY 2017-2018 Page Link,[AG_ALL_UG] Business_Undergrad,06/27/2018,13970,57,14.32,,,,,61,61,6802,,,,21,21,61,61,0,0,06/27/2018
"47 majors, 60+ minors and concentrations, and 2,000 courses — including online",06/27/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],06/27/2018,1481,1,13.07,,,,,,,1404,,,,,,,,,,06/27/2018
[AG_CU_UG] Leadership_Transfer,06/27/2018,USM FY 2017-2018 Page Link,[AG_CU_UG] Leadership_Transfer,06/27/2018,5266,22,12.71,,,,,24,24,2325,1,1,0,12,12,24,24,0,0,06/27/2018
[AG_ALL_GR] Creative Writing_V1 - Copy,06/27/2018,USM FY 2017-2018 Page Link,[AG_ALL_GR] Creative Writing,06/27/2018,2618,21,7.58,,,,,24,24,1405,,,,15,15,24,24,0,0,06/27/2018
Find Yourself Here,06/27/2018,USM FY 2017-2018 Page Link,[AG_WA_GR] Lookalike,06/27/2018,5535,20,11.6,,,,,21,21,2221,1,1,0,8,8,21,21,0,0,06/27/2018
[AG_ALL_GR] Leadership_Grad,06/27/2018,USM FY 2017-2018 Page Link,[AG_ALL_GR] Leadership_Grad,06/27/2018,6290,50,13.3,,,,,53,53,2846,,,,18,18,53,53,0,0,06/27/2018
[AG_HS_UG]Schedule A Tour,06/27/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],06/27/2018,951,1,0,,,,,,,641,,,,,,,,,,06/27/2018
Find Yourself Here_LEARN_MORE_,06/27/2018,USM FY 2017-2018 Page Link,[AG_HS_UG]  Retarget,06/27/2018,327,4,3.83,,,,,3,3,137,,,,2,2,3,3,0,0,06/27/2018
[AG_ALL_GR] Creative Writing,06/27/2018,USM FY 2017-2018 Page Link,[AG_ALL_GR] Creative Writing,06/27/2018,3277,29,12.26,,,,,30,30,1683,,,,20,20,30,30,0,0,06/27/2018
[AG_ALL_UG] Cyber Security,06/27/2018,USM FY 2017-2018 Page Link,[AG_ALL_UG] Cyber Security,06/27/2018,7261,42,9.51,,,,,46,46,3801,,,,11,11,46,46,0,0,06/27/2018
[AG_ALL_UG] Leadership_Undergrad,06/27/2018,USM FY 2017-2018 Page Link,[AG_ALL_UG] Leadership_Undergrad,06/27/2018,10537,92,12.95,,,,,101,101,5208,,,,38,38,101,101,0,0,06/27/2018
[AG_ALL_GR] Creative Writing_V1,06/27/2018,USM FY 2017-2018 Page Link,[AG_ALL_GR] Creative Writing,06/27/2018,879,14,4.09,,,,,15,15,468,,,,9,9,15,15,0,0,06/27/2018
[AG_ALL_GR] Public Policy MPPM,06/27/2018,USM FY 2017-2018 Page Link,[AG_ALL_GR] Public Policy MPPM,06/27/2018,5243,14,13.15,,,,,16,16,2048,2,0,2,10,10,16,16,0,0,06/27/2018
[AG_ALL_UG] Business,06/27/2018,USM FY 2017-2018 Page Link,[AG_ALL_UG] Business_Undergrad,06/27/2018,7248,42,7.27,,,,,44,44,3492,1,0,1,16,16,44,44,0,0,06/27/2018
Find Yourself Here (1),06/27/2018,USM FY 2017-2018 Page Link,[AG_WA_DC],06/27/2018,843,1,1.37,,,,,1,1,406,,,,1,1,1,1,0,0,06/27/2018
Have you thought about finishing your degree? USM can help you reach your goals.,06/27/2018,USM FY 2017-2018 Page Post Engagement,[BR_WA_DC] FB_ Working Adults - Degree Completion,06/27/2018,3166,8,15.31,,,,,,,3040,,,,,,2,2,0,0,06/27/2018
University of Everyone_LEARN_MORE_,06/27/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],06/27/2018,1035,6,6.17,,,,,6,6,658,,,,2,2,6,6,0,0,06/27/2018
[AG_HS_UG]47 Majors,06/27/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],06/27/2018,2795,15,22.02,,,,,12,12,1780,,,,4,4,13,13,0,0,06/27/2018
Find Yourself Here_LEARN_MORE_,06/27/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],06/27/2018,1785,1,3.2,,,,,1,1,1051,,,,,,1,1,0,0,06/27/2018
[AG_ALL_UG] Engineering_Undergrad,06/27/2018,USM FY 2017-2018 Page Link,[AG_ALL_UG] Engineering_Undergrad,06/27/2018,5986,31,13.66,,,,,36,36,2511,,,,15,15,36,36,0,0,06/27/2018
University of Everyone_LEARN_MORE_,06/27/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],06/27/2018,1127,5,4.51,,,,,4,4,722,,,,,,5,5,0,0,06/27/2018
[AG_ALL_GR] Public Health,06/27/2018,USM FY 2017-2018 Page Link,[AG_ALL_GR] Public Health,06/27/2018,3976,25,12.51,,,,,25,25,1634,,,,11,11,25,25,0,0,06/27/2018
"Academic credit may be available to you through prior courses, military or work experience",06/27/2018,USM FY 2017-2018 Page Post Engagement,[BR_WA_DC] FB_ Working Adults - Degree Completion,06/27/2018,1217,0,5.18,,,,,,,1197,1,1,0,,,,,,,06/27/2018
"""You can’t change the whole country, but you can make a difference where you’re at.""",06/27/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],06/27/2018,784,0,6.98,,,,,,,763,,,,,,,,,,06/27/2018
"[AG_HS_UG]	Small Classes",06/27/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],06/27/2018,1948,9,5.96,,,,,6,6,1231,,,,1,1,6,6,0,0,06/27/2018
[AG_CU_UG] Engineering_Transfer,06/27/2018,USM FY 2017-2018 Page Link,[AG_CU_UG] Engineering_Transfer,06/27/2018,6899,15,13.89,,,,,16,16,2645,,,,7,7,16,16,0,0,06/27/2018
"Small, thought-provoking classes, taught by faculty who are leaders in their field",06/27/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],06/27/2018,329,3,2.91,,,,,,,321,,,,,,2,2,0,0,06/27/2018
University of Everyone_LEARN_MORE_,06/27/2018,USM FY 2017-2018 Page Link,[AG_HS_UG]  Retarget,06/27/2018,268,14,3.82,,,,,15,15,94,1,0,1,6,6,15,15,0,0,06/27/2018
"""I want to help make a difference, that's why I chose USM.""",06/27/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],06/27/2018,1069,4,9.55,,,,,,,1020,,,,,,2,2,0,0,06/27/2018
University of Everyone_LEARN_MORE_,06/26/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],06/26/2018,1053,3,3.37,,,,,2,2,628,,,,,,2,2,0,0,06/26/2018
Online programs to meet the demands of real life - finish quickly and start earning more,06/26/2018,USM FY 2017-2018 Page Post Engagement,[BR_WA_DC] FB_ Working Adults - Degree Completion,06/26/2018,1299,0,5.97,,,,,,,1276,3,3,0,,,,,,,06/26/2018
Have you thought about finishing your degree? USM can help you reach your goals.,06/26/2018,USM FY 2017-2018 Page Post Engagement,[BR_WA_DC] FB_ Working Adults - Degree Completion,06/26/2018,1638,1,6.69,,,,,,,1609,,,,,,,,,,06/26/2018
[AG_ALL_GR] Creative Writing,06/26/2018,USM FY 2017-2018 Page Link,[AG_ALL_GR] Creative Writing,06/26/2018,2697,32,11.47,,,,,36,36,1434,,,,20,20,36,36,0,0,06/26/2018
"""You can’t change the whole country, but you can make a difference where you’re at.""",06/26/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],06/26/2018,583,0,5.66,,,,,,,572,,,,,,,,,,06/26/2018
[AG_HS_UG]47 Majors,06/26/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],06/26/2018,2498,7,6.19,,,,,5,5,1541,,,,1,1,5,5,0,0,06/26/2018
University of Everyone,06/26/2018,USM FY 2017-2018 Page Link,[AG_WA_DC],06/26/2018,3002,21,11.06,,,,,21,21,1633,1,1,0,12,12,22,22,0,0,06/26/2018
University of Everyone_LEARN_MORE_,06/26/2018,USM FY 2017-2018 Page Link,[AG_HS_UG]  Retarget,06/26/2018,333,5,3.56,,,,,6,6,146,,,,3,3,6,6,0,0,06/26/2018
"Many graduate programs are offered online - pursue your degree at any time, from anywhere",06/26/2018,USM FY 2017-2018 Page Post Engagement,[BR_WA_GR] Lookalike,06/26/2018,412,1,1.78,,,,,,,405,,,,,,,,,,06/26/2018
[AG_CU_UG] Leadership_Transfer,06/26/2018,USM FY 2017-2018 Page Link,[AG_CU_UG] Leadership_Transfer,06/26/2018,5292,15,10.38,,,,,14,14,2234,,,,1,1,14,14,0,0,06/26/2018
[AG_ALL_GR] Leadership_Grad,06/26/2018,USM FY 2017-2018 Page Link,[AG_ALL_GR] Leadership_Grad,06/26/2018,4798,40,11.16,,,,,38,38,2296,,,,18,18,38,38,0,0,06/26/2018
"47 majors, 60+ minors and concentrations, and 2,000 courses — including online",06/26/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],06/26/2018,1161,10,11.03,,,,,,,1108,,,,,,5,5,0,0,06/26/2018
[AG_CU_UG] Engineering_Transfer,06/26/2018,USM FY 2017-2018 Page Link,[AG_CU_UG] Engineering_Transfer,06/26/2018,5163,20,12.18,,,,,19,19,2198,,,,7,7,20,20,0,0,06/26/2018
[AG_ALL_UG] Cyber Security,06/26/2018,USM FY 2017-2018 Page Link,[AG_ALL_UG] Cyber Security,06/26/2018,5086,29,6.5,,,,,30,30,2697,,,,11,11,30,30,0,0,06/26/2018
[AG_ALL_GR] Creative Writing_V1,06/26/2018,USM FY 2017-2018 Page Link,[AG_ALL_GR] Creative Writing,06/26/2018,798,12,4.57,,,,,13,13,434,,,,5,5,13,13,0,0,06/26/2018
[AG_ALL_GR] Public Policy MPPM,06/26/2018,USM FY 2017-2018 Page Link,[AG_ALL_GR] Public Policy MPPM,06/26/2018,4653,13,11.15,,,,,14,14,1755,,,,10,10,14,14,0,0,06/26/2018
[AG_HS_UG]StillTime,06/26/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],06/26/2018,675,3,2.98,,,,,3,3,417,,,,,,3,3,0,0,06/26/2018
"Many graduate programs are offered online - pursue your degree at any time, from anywhere",06/26/2018,USM FY 2017-2018 Page Post Engagement,[BR_WA_GR] Lookalike,06/26/2018,1939,2,5.96,,,,,,,1903,,,,,,,,,,06/26/2018
Find Yourself Here - Copy,06/26/2018,USM FY 2017-2018 Page Link,[AG_WA_GR] Lookalike,06/26/2018,6453,42,14.53,,,,,46,46,3101,4,3,1,16,16,46,46,0,0,06/26/2018
University of Everyone_Apply Now_,06/26/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],06/26/2018,930,4,3.54,,,,,3,3,560,,,,2,2,3,3,0,0,06/26/2018
Find Yourself Here_LEARN_MORE_,06/26/2018,USM FY 2017-2018 Page Link,[AG_HS_UG]  Retarget,06/26/2018,246,7,3.12,,,,,8,8,106,,,,3,3,8,8,0,0,06/26/2018
Find Yourself Here (1),06/26/2018,USM FY 2017-2018 Page Link,[AG_WA_DC],06/26/2018,974,7,2.37,,,,,7,7,509,,,,4,4,7,7,0,0,06/26/2018
"Small, thought-provoking classes, taught by faculty who are leaders in their field",06/26/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],06/26/2018,499,0,4.93,,,,,,,484,,,,,,,,,,06/26/2018
[AG_ALL_GR] Public Health,06/26/2018,USM FY 2017-2018 Page Link,[AG_ALL_GR] Public Health,06/26/2018,2809,21,10.86,,,,,21,21,1313,,,,11,11,21,21,0,0,06/26/2018
[AG_HS_UG]Schedule A Tour,06/26/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],06/26/2018,1203,9,11.47,,,,,6,6,773,,,,,,6,6,0,0,06/26/2018
Online programs to meet the demands of real life - finish quickly and start earning more,06/26/2018,USM FY 2017-2018 Page Post Engagement,[BR_WA_DC] FB_ Working Adults - Degree Completion,06/26/2018,2610,1,9.26,,,,,,,2574,,,,,,,,,,06/26/2018
University of Everyone_LEARN_MORE_,06/26/2018,USM FY 2017-2018 Page Link,[AG_HS_UG]  Retarget,06/26/2018,268,8,3.35,,,,,10,10,113,,,,3,3,10,10,0,0,06/26/2018
[AG_ALL_UG] Cyber Security,06/26/2018,USM FY 2017-2018 Page Link,[AG_ALL_UG] Cyber Security,06/26/2018,6103,40,8.41,,,,,42,42,3307,1,0,1,19,19,42,42,0,0,06/26/2018
University of Everyone_LEARN_MORE_,06/26/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],06/26/2018,836,5,2.77,,,,,4,4,539,,,,,,4,4,0,0,06/26/2018
Find Yourself Here_LEARN_MORE_,06/26/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],06/26/2018,1381,10,16.41,,,,,8,8,780,,,,1,1,8,8,0,0,06/26/2018
[AG_HS_UG] StillTime47,06/26/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],06/26/2018,852,2,0,,,,,,,602,,,,,,,,,,06/26/2018
"Academic credit may be available to you through prior courses, military or work experience",06/26/2018,USM FY 2017-2018 Page Post Engagement,[BR_WA_DC] FB_ Working Adults - Degree Completion,06/26/2018,1108,0,4.18,,,,,,,1092,,,,,,,,,,06/26/2018
[AG_ALL_UG] Business,06/26/2018,USM FY 2017-2018 Page Link,[AG_ALL_UG] Business_Undergrad,06/26/2018,11349,61,15.19,,,,,61,61,5922,,,,28,28,61,61,0,0,06/26/2018
University of Everyone_Apply Now_,06/26/2018,USM FY 2017-2018 Page Link,[AG_HS_UG]  Retarget,06/26/2018,126,1,1.98,,,,,2,2,66,,,,2,2,2,2,0,0,06/26/2018
Find Yourself Here,06/26/2018,USM FY 2017-2018 Page Link,[AG_WA_GR] Lookalike,06/26/2018,5295,18,11.63,,,,,18,18,2143,,,,6,6,18,18,0,0,06/26/2018
Integrate community-based learning into your education while studying in vibrant Portland,06/26/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],06/26/2018,843,1,7.9,,,,,,,810,1,1,0,,,1,1,0,0,06/26/2018
[AG_ALL_GR] Nursing_Grad,06/26/2018,USM FY 2017-2018 Page Link,[AG_ALL_GR]Nursing_Grad,06/26/2018,3706,22,10.93,,,,,19,19,1752,1,1,0,10,10,20,20,0,0,06/26/2018
[AG_ALL_UG] Leadership_Undergrad,06/26/2018,USM FY 2017-2018 Page Link,[AG_ALL_UG] Leadership_Undergrad,06/26/2018,10231,69,12.75,,,,,75,75,5142,,,,28,28,75,75,0,0,06/26/2018
[AG_ALL_UG] Business,06/26/2018,USM FY 2017-2018 Page Link,[AG_ALL_UG] Business_Undergrad,06/26/2018,7620,36,7.22,,,,,38,38,3716,,,,20,20,38,38,0,0,06/26/2018
[AG_ALL_GR] Creative Writing_V1 - Copy,06/26/2018,USM FY 2017-2018 Page Link,[AG_ALL_GR] Creative Writing,06/26/2018,2199,26,7.83,,,,,27,27,1201,,,,18,18,27,27,0,0,06/26/2018
"""I want to help make a difference, that's why I chose USM.""",06/26/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],06/26/2018,1118,6,10.23,,,,,,,1058,,,,,,5,5,0,0,06/26/2018
Find Yourself Here,06/26/2018,USM FY 2017-2018 Page Link,[AG_WA_DC],06/26/2018,3360,29,8.6,,,,,29,29,1797,,,,14,14,29,29,0,0,06/26/2018
"[AG_HS_UG]	Small Classes",06/26/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],06/26/2018,1977,9,12.83,,,,,8,8,1258,,,,,,9,9,0,0,06/26/2018
Find Yourself Here,06/26/2018,USM FY 2017-2018 Page Link,[AG_WA_DC],06/26/2018,1574,10,2.28,,,,,11,11,757,,,,4,4,11,11,0,0,06/26/2018
"Offering diverse master's and doctoral degree programs, and advanced certificates",06/26/2018,USM FY 2017-2018 Page Post Engagement,[BR_WA_GR] Lookalike,06/26/2018,378,1,1.44,,,,,,,369,,,,,,1,1,0,0,06/26/2018
[AG_ALL_UG] Engineering_Undergrad,06/26/2018,USM FY 2017-2018 Page Link,[AG_ALL_UG] Engineering_Undergrad,06/26/2018,5456,27,11.29,,,,,30,30,2417,,,,4,4,30,30,0,0,06/26/2018
Find Yourself Here,06/25/2018,USM FY 2017-2018 Page Link,[AG_WA_GR] Lookalike,06/25/2018,4707,21,9.47,,,,,22,22,2013,,,,10,10,22,22,0,0,06/25/2018
"""You can’t change the whole country, but you can make a difference where you’re at.""",06/25/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],06/25/2018,498,3,5.13,,,,,,,484,,,,,,2,2,0,0,06/25/2018
[AG_ALL_UG] Engineering_Undergrad,06/25/2018,USM FY 2017-2018 Page Link,[AG_ALL_UG] Engineering_Undergrad,06/25/2018,6105,33,11.91,,,,,31,31,2387,,,,11,11,31,31,0,0,06/25/2018
Find Yourself Here (1),06/25/2018,USM FY 2017-2018 Page Link,[AG_WA_DC],06/25/2018,800,1,1.82,,,,,1,1,435,,,,1,1,1,1,0,0,06/25/2018
"Small, thought-provoking classes, taught by faculty who are leaders in their field",06/25/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],06/25/2018,441,0,4.43,,,,,,,429,,,,,,,,,,06/25/2018
"Offering diverse master's and doctoral degree programs, and advanced certificates",06/25/2018,USM FY 2017-2018 Page Post Engagement,[BR_WA_GR] Lookalike,06/25/2018,814,0,2.65,,,,,,,797,,,,,,,,,,06/25/2018
[AG_HS_UG] StillTime47,06/25/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],06/25/2018,1406,1,0.24,,,,,1,1,821,,,,,,1,1,0,0,06/25/2018
Find Yourself Here - Copy,06/25/2018,USM FY 2017-2018 Page Link,[AG_WA_GR] Lookalike,06/25/2018,10107,51,22.76,,,,,49,49,4400,,,,21,21,49,49,0,0,06/25/2018
[AG_ALL_GR] Public Health,06/25/2018,USM FY 2017-2018 Page Link,[AG_ALL_GR] Public Health,06/25/2018,3081,30,10.83,,,,,29,29,1335,1,0,1,18,18,30,30,0,0,06/25/2018
[AG_ALL_UG] Cyber Security,06/25/2018,USM FY 2017-2018 Page Link,[AG_ALL_UG] Cyber Security,06/25/2018,4438,31,5.7,,,,,31,31,2363,,,,11,11,31,31,0,0,06/25/2018
"Academic credit may be available to you through prior courses, military or work experience",06/25/2018,USM FY 2017-2018 Page Post Engagement,[BR_WA_DC] FB_ Working Adults - Degree Completion,06/25/2018,1102,0,3.96,,,,,,,1081,4,4,0,,,,,,,06/25/2018
Find Yourself Here_LEARN_MORE_,06/25/2018,USM FY 2017-2018 Page Link,[AG_HS_UG]  Retarget,06/25/2018,308,5,3.94,,,,,4,4,135,,,,2,2,4,4,0,0,06/25/2018
[AG_ALL_UG] Leadership_Undergrad,06/25/2018,USM FY 2017-2018 Page Link,[AG_ALL_UG] Leadership_Undergrad,06/25/2018,7900,54,12.23,,,,,56,56,4132,,,,15,15,56,56,0,0,06/25/2018
University of Everyone_LEARN_MORE_,06/25/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],06/25/2018,1486,3,2.54,,,,,3,3,786,,,,,,3,3,0,0,06/25/2018
[AG_HS_UG]Schedule A Tour,06/25/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],06/25/2018,1214,1,0.65,,,,,1,1,678,,,,,,1,1,0,0,06/25/2018
"""I want to help make a difference, that's why I chose USM.""",06/25/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],06/25/2018,1256,5,12.86,,,,,,,1188,,,,,,2,2,0,0,06/25/2018
[AG_ALL_UG] Cyber Security,06/25/2018,USM FY 2017-2018 Page Link,[AG_ALL_UG] Cyber Security,06/25/2018,7451,48,9.44,,,,,51,51,4052,,,,13,13,51,51,0,0,06/25/2018
[AG_ALL_UG] Business,06/25/2018,USM FY 2017-2018 Page Link,[AG_ALL_UG] Business_Undergrad,06/25/2018,3723,31,4.42,,,,,29,29,1943,,,,17,17,29,29,0,0,06/25/2018
Have you thought about finishing your degree? USM can help you reach your goals.,06/25/2018,USM FY 2017-2018 Page Post Engagement,[BR_WA_DC] FB_ Working Adults - Degree Completion,06/25/2018,2425,2,8.62,,,,,,,2395,,,,,,1,1,0,0,06/25/2018
[AG_ALL_GR] Creative Writing,06/25/2018,USM FY 2017-2018 Page Link,[AG_ALL_GR] Creative Writing,06/25/2018,3801,33,14.78,,,,,33,33,1961,,,,19,19,33,33,0,0,06/25/2018
[AG_ALL_GR] Public Policy MPPM,06/25/2018,USM FY 2017-2018 Page Link,[AG_ALL_GR] Public Policy MPPM,06/25/2018,4896,28,11.56,,,,,25,25,1969,,,,12,12,25,25,0,0,06/25/2018
[AG_ALL_GR] Creative Writing_V1,06/25/2018,USM FY 2017-2018 Page Link,[AG_ALL_GR] Creative Writing,06/25/2018,964,12,3.81,,,,,11,11,476,,,,3,3,11,11,0,0,06/25/2018
[AG_HS_UG]47 Majors,06/25/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],06/25/2018,2461,6,11.25,,,,,5,5,1555,,,,1,1,5,5,0,0,06/25/2018
[AG_CU_UG] Engineering_Transfer,06/25/2018,USM FY 2017-2018 Page Link,[AG_CU_UG] Engineering_Transfer,06/25/2018,5114,8,10.61,,,,,7,7,2109,,,,1,1,7,7,0,0,06/25/2018
University of Everyone_LEARN_MORE_,06/25/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],06/25/2018,1472,8,5.59,,,,,7,7,781,,,,,,7,7,0,0,06/25/2018
University of Everyone_LEARN_MORE_,06/25/2018,USM FY 2017-2018 Page Link,[AG_HS_UG]  Retarget,06/25/2018,371,12,3.92,,,,,13,13,141,,,,5,5,13,13,0,0,06/25/2018
University of Everyone_Apply Now_,06/25/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],06/25/2018,1556,2,3.66,,,,,1,1,844,,,,,,1,1,0,0,06/25/2018
Find Yourself Here_LEARN_MORE_,06/25/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],06/25/2018,1229,5,6.19,,,,,5,5,644,1,0,1,2,2,5,5,0,0,06/25/2018
[AG_HS_UG]StillTime,06/25/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],06/25/2018,636,2,1.63,,,,,2,2,375,,,,1,1,2,2,0,0,06/25/2018
"[AG_HS_UG]	Small Classes",06/25/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],06/25/2018,2855,7,5.53,,,,,4,4,1720,,,,,,5,5,0,0,06/25/2018
